parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk
211046200,2023-03-07,346500,3,1,1136,1920,19127,1,4,3,210,2678060.30291839,261269.03644097,1374,1624.268766709055,2
888058112,2023-02-23,439600,2,2,984,2006,19106,1,4,3,1,2699089.68736874,236433.93519263,4057,3636.496981029741,1
012308500,2023-03-11,390000,2,2,936,1920,19148,1,2,2,28,2694145.29207382,227617.09357437,5348,876.3293197767517,10
314150500,2023-03-17,200000,3,1,1376,1875,19125,1,4,3,161,2703993.34783697,248788.6650763,7461,2404.4500779369814,6
152255000,2023-03-17,453000,4,2,1728,1920,19130,1,3,3,135,2691956.88240865,242167.49688822,7339,441.4898794428416,2
102334700,2023-03-01,198000,3,1,1188,1920,19138,1,4,2,267,2695939.18087448,272594.73688664,4299,1468.1889342263253,5
888000829,2023-03-15,2474900,2,2,1748,2022,19103,1,1,1,7,2690876.59159023,235520.10565546,10426,3056.738129655492,2
322206400,2023-03-16,215000,3,2,1488,1915,19121,1,3,2,151,2689096.77822073,247371.62525946,6584,1730.3127956203436,5
321123900,2023-03-03,145000,3,1,912,1915,19121,1,4,2,153,2692823.52667272,246792.88396288,8785,1299.7241044993439,5
365380000,2023-03-17,395000,3,1,1546,1925,19145,1,3,2,30,2690787.3010864,228283.37045705,5487,1363.8181737501566,7
364183200,2023-03-16,176500,3,1,984,1925,19145,1,3,3,32,2687471.58790156,228151.29952696,4654,827.714999711346,5
132305100,2023-03-04,40000,2,1,840,1950,19140,1,5,4,204,2695370.65084356,260247.93119971,4721,2294.967612991305,3
301091211,2023-03-17,617500,2,1,1497,1960,19146,1,3,3,14,2691415.34018464,232504.67828739,8676,178.72460288518434,7
611279700,2023-03-17,137000,3,1,1200,1953,19120,1,4,4,274,2704011.24675131,270066.86464579,2530,1659.1992572871811,3
213000009,2023-03-09,714000,3,2,2225,2023,19128,1,1,1,209,2680231.62206656,259710.92800863,888,2227.298735067375,1
382237266,2023-03-17,401000,3,2,2262,1991,19129,1,4,4,207,2685169.49539289,257020.43667047,1276,1363.1157504442717,2
221049000,2023-03-08,250000,3,1,1456,1940,19119,1,4,3,252,2688338.29286106,272301.50092454,2415,1621.9212047733724,4
612196400,2023-03-17,50000,3,1,1312,1925,19120,1,4,4,274,2702714.5823499,269503.50061505,2996,1074.9778035208458,4
888088560,2023-03-16,520000,1,1,948,2007,19146,1,4,3,12,2693023.18408181,233504.00732547,12707,1861.4446064892786,6
451328500,2023-02-22,155000,2,1,716,1950,19134,1,4,4,379,2712459.6140409,250866.90271771,3047,743.219590293673,4
642091700,2023-03-08,225000,3,1,1550,1950,19136,1,4,4,331,2725991.48986423,268834.26376455,3654,1681.5244752108415,3
056152245,2023-03-06,586000,2,2,1216,1997,19123,1,3,3,367,2698525.30988856,240386.9810923,5066,607.2458933493407,3
101336200,2023-03-16,170000,2,1,892,1925,19138,1,4,3,266,2696752.45943165,277296.86888655,2564,1835.6080278762493,2
181465100,2023-03-13,275000,2,1,676,1920,19125,1,2,2,158,2702916.95268007,245385.96814156,4706,932.5461604218074,5
514171100,2023-03-09,77000,3,1,990,1920,19143,1,4,4,70,2677515.27054389,230182.97000431,4508,2260.7132660691027,3
181152200,2023-03-08,585000,3,2,1860,1920,19125,1,4,3,158,2702258.65281557,244875.36351971,5041,728.1664076855797,4
364408800,2023-02-18,160000,3,1,980,1920,19146,1,4,4,33,2685343.82083164,229277.00298421,2911,1286.883592121407,5
663384400,2023-03-08,295000,3,2,1494,1965,19154,1,4,4,363,2746586.49755864,289610.67562371,1422,1221.5939257252742,2
182048247,2023-03-15,687000,4,2,2380,2007,19122,1,4,3,144,2700873.11785698,242824.65895972,4848,1009.6546486647134,6
364403800,2023-03-10,180000,3,1,1465,1925,19146,1,4,4,33,2685471.36060281,229148.7752223,3119,1411.3706898471667,5
888304092,2023-03-16,270000,2,1,593,2011,19146,1,3,3,14,2692191.32813399,232995.44174156,11145,1035.5673222031646,5
511227400,2023-03-09,230000,3,2,1132,1925,19143,1,3,2,74,2677584.29304364,231284.6055963,4975,1414.3060189074454,3
583163327,2023-03-10,401000,3,2,1155,2000,19116,1,4,2,365,2737736.23901248,299263.34595089,222,2425.7345519067217,1
362262200,2023-03-15,255000,2,1,896,1920,19146,1,4,2,33,2684897.70656639,230357.48441905,2267,583.5561990868595,4
631327000,2023-03-06,281000,3,1,1452,1967,19111,1,4,4,337,2719123.95373057,279903.72915839,926,4191.1840301108,0
361346100,2023-03-17,265000,3,1,1075,1925,19146,1,3,3,20,2688401.28748573,230549.30490156,4624,760.3978558960579,6
023174630,2023-03-03,555000,3,2,1501,1990,19147,1,4,4,15,2693828.11554281,232702.4492173,11659,1015.7792092626578,8
662003700,2023-02-27,326500,3,1,1380,1963,19154,1,4,4,361,2741540.57654814,289881.71215513,791,755.061413863663,1
631363400,2023-03-14,310000,4,3,1666,1962,19111,1,4,4,340,2718469.94388373,281267.38817647,685,3344.136185654332,1
233124210,2023-03-13,295000,3,2,1944,1935,19124,1,4,4,292,2711863.57455057,263320.58942446,2795,1564.506692989948,2
191375100,2023-03-09,70000,4,1,1452,1915,19133,1,5,5,164,2698896.37837215,249009.53733796,7153,1507.391456894956,6
312150400,2023-02-22,255000,2,1,990,1875,19125,1,3,3,378,2706026.39396773,245322.8747638,2619,1612.8420200730945,4
502220800,2023-02-23,197800,3,1,1088,1950,19150,1,4,4,263,2691828.86494814,279163.83989014,2194,2529.0570478244135,3
531095900,2023-03-15,123000,3,1,1116,1946,19111,1,4,4,311,2716009.6600904,269319.39140321,4192,740.317681767507,2
888039554,2023-03-06,575000,2,1,1290,1900,19107,1,4,3,9,2694403.27712214,234060.65056913,12724,1160.377805111992,5
888052341,2023-03-15,295000,2,1,990,1925,19107,1,4,4,11,2694972.97841056,233806.09300739,12256,849.5573424180241,5
202175000,2023-03-14,60000,3,1,980,1920,19122,1,6,4,377,2697400.60642931,248127.48168738,7183,700.4950258312634,6
888091668,2023-02-24,580000,2,2,1460,1970,19130,1,3,4,125,2691010.67695197,239862.18030463,6379,1577.035464472435,2
393356900,2023-03-08,210000,2,1,1640,1920,19148,1,4,3,41,2694828.30022223,225762.08448914,5399,791.3459481084686,8
472004600,2023-03-15,180000,2,1,1038,1925,19121,1,4,3,139,2692297.54281656,244343.58210297,8372,1922.1267386001086,6
363069300,2023-03-03,309000,3,1,1120,1923,19145,1,4,2,31,2689868.4111919,228406.31443688,5569,2199.3154521587953,7
152099300,2023-03-14,540000,3,1,1489,1920,19130,1,4,3,134,2691669.92989856,241286.1131523,6786,588.8022804582615,2
365115000,2023-03-15,350000,2,2,1044,1925,19145,1,4,2,30,2691497.32558498,227380.81976871,5658,531.5632162231796,6
888200760,2023-02-28,255000,3,2,845,2018,19122,1,1,1,145,2697415.46007414,244288.99100479,6382,805.8003160446258,5
302153700,2023-02-22,435000,3,2,1376,1929,19146,1,4,3,13,2688280.11614014,232588.12201813,3824,1797.6048820000956,5
421097100,2023-03-15,130000,3,1,1260,1942,19120,1,4,4,289,2705066.7134724,262243.31631655,4477,652.2036029922504,1
222006500,2023-03-17,351000,3,2,1400,1925,19119,1,4,3,253,2687552.87481248,273838.07265455,2301,495.30480586774416,3
251418700,2023-03-15,168000,3,1,1076,1925,19134,1,4,3,180,2709064.96499032,249231.60382296,5014,1543.1308977649949,6
252324400,2023-03-16,215000,3,1,948,1925,19134,1,4,2,179,2708709.48866715,249747.1533168,7321,2010.857449211572,6
482303600,2023-02-23,95000,3,1,1134,1920,19145,1,4,4,37,2687533.56120281,225910.85945405,4385,448.86780195810974,4
322006900,2023-03-02,110000,6,3,2688,1915,19121,1,2,2,152,2692433.80008999,248679.97730155,8950,2442.7791432786385,6
161209800,2023-03-17,57500,3,1,1024,1915,19132,1,4,4,167,2694025.00819364,251393.46793754,9157,2078.6059368051197,4
632242905,2023-03-14,425000,3,2,1600,1989,19115,1,4,2,344,2722271.6692199,289073.25051747,238,3035.432803317766,1
571311400,2023-02-15,279000,3,1,1152,1956,19136,1,4,4,347,2731586.87467082,277339.04071821,1144,5263.660320802538,0
312124000,2023-02-22,153000,2,2,960,1875,19125,1,4,2,160,2704802.01354247,244912.27355088,3160,2029.1218470510787,4
364033700,2023-03-03,354000,3,2,1230,1923,19146,1,4,2,32,2688474.62526557,229052.08020571,4965,821.5744181742856,6
651003200,2023-02-23,140000,3,1,1234,1947,19135,1,4,4,326,2728289.57942815,263953.40771264,2459,1764.0459085840364,5
092027200,2023-03-13,375000,3,1,1428,1925,19119,1,4,4,388,2684153.85109873,273947.44120221,1379,1442.0044387762264,2
888560212,2023-02-14,215000,2,1,1000,1980,19115,1,4,4,345,2726302.08110656,285022.18348838,1203,5160.239605136667,0
132404800,2023-02-14,77000,3,1,1140,1930,19141,1,4,4,280,2696005.80114806,263219.45019105,4416,746.0325104879064,2
364313600,2023-02-14,180000,3,1,1446,1920,19146,1,4,2,33,2686252.50799064,229299.44454038,3704,1100.180443379918,5
182051700,2023-03-15,570000,3,2,675,1915,19122,1,2,2,144,2701023.87772606,243592.36378913,5070,428.76922611798585,5
888650827,2023-03-13,218000,2,2,1022,1985,19114,1,4,4,351,2741392.38819623,272635.66036122,246,3818.9571385498148,1
352286300,2023-03-14,160000,3,1,1058,1925,19120,1,4,4,305,2710346.0533074,270006.54914963,2195,883.6891566829195,1
888050979,2023-03-17,298000,1,1,843,1973,19106,1,4,4,10,2696743.56574865,233862.10962763,8897,1168.2577937042522,3
402200800,2023-03-16,75000,3,1,1200,1920,19142,1,4,4,67,2675790.84453081,225620.79835439,5176,927.9845395346105,4
221115500,2023-03-09,125000,3,2,1164,1925,19119,1,3,4,254,2688791.53145589,273805.67836238,2168,1683.6786110405385,5
056156620,2023-03-14,950000,3,2,2952,2006,19123,1,3,3,367,2698434.96558106,240857.03494221,5364,994.6509555350593,4
272089300,2023-03-09,660000,5,2,1710,1915,19104,1,4,2,77,2681194.75891981,234075.71549964,3518,2183.085911439644,2
512111600,2023-03-13,125000,3,1,1026,1925,19143,1,4,4,391,2679187.95551872,229247.63788547,2913,3025.2128215398257,3
132080400,2023-03-09,30000,3,1,880,1930,19140,1,4,4,280,2696356.99992073,261760.34779429,4652,852.9043578599465,2
888051156,2023-03-02,390000,1,1,1118,1980,19106,1,3,4,10,2697150.9419024,233931.36605079,8401,1337.3200056199435,3
482001400,2023-03-14,80000,3,1,1160,1920,19145,1,4,4,36,2684393.70396549,229159.56817971,2144,852.2168603453512,4
041231100,2023-03-08,105000,3,1,1194,1925,19131,1,4,4,112,2674232.82993031,243389.5164258,7018,1152.780628770922,6
532351400,2023-03-13,327000,3,2,1500,1953,19111,1,4,4,310,2718447.70705156,273355.75439346,3179,2111.154517092799,1
663173200,2023-03-15,305000,3,1,1360,1965,19154,1,4,3,363,2743291.44476557,292699.37876388,722,2897.446952998478,3
012441100,2023-02-17,500000,3,2,1316,1920,19147,1,4,3,29,2693304.71829565,228409.82755321,5477,733.8134008439515,9
021550400,2023-03-15,600000,4,2,2592,1915,19147,1,3,3,23,2694523.35529406,229604.1817918,4926,363.0975938335991,11
552227100,2023-03-02,260000,3,2,1356,1950,19135,1,4,4,326,2725830.06466214,266766.38207355,4637,992.5249976354891,7
501307700,2023-03-10,155000,3,1,1274,1930,19138,1,4,4,263,2694598.71308298,277539.6567868,2951,651.8025837290359,2
491030500,2023-03-14,85000,3,1,1200,1930,19140,1,4,5,284,2699908.04957715,261497.46183713,6061,2081.949140783065,2
012028200,2023-03-10,325000,3,1,1500,1925,19147,1,4,4,28,2695562.56942298,228643.99539196,4977,1084.5501445566636,12
632130400,2023-03-14,305000,3,2,1113,1965,19115,1,4,4,344,2722594.44514914,289125.80093729,416,3203.593138247037,1
551060900,2023-03-13,129350,3,1,1170,1950,19149,1,4,4,316,2721788.22103982,266013.32518071,4810,1087.4928334310066,5
251383200,2023-03-09,135000,3,1,962,1920,19134,1,4,4,180,2709044.99915098,248819.49506713,4135,1389.0878728338196,6
888081430,2023-03-06,708888,1,1,934,1970,19103,1,4,4,8,2690736.51608297,234838.8130548,9947,2598.597067016761,2
888081438,2023-03-16,590000,2,2,1119,1970,19103,1,4,3,8,2690736.51608297,234838.8130548,9947,2598.597067016761,2
888081431,2023-03-06,708889,1,1,723,1970,19103,1,4,4,8,2690736.51608297,234838.8130548,9947,2598.597067016761,2
393297500,2023-03-08,217000,2,1,1036,1925,19148,1,4,4,41,2694303.07194197,225449.48964188,5336,1263.847808783198,7
121118000,2023-01-31,60000,3,1,892,1900,19144,1,4,4,245,2692351.58667172,266200.68963538,4621,1541.107771582825,3
561129300,2023-03-17,260000,3,2,1134,1960,19111,1,4,4,336,2719218.4568224,276432.84239939,2179,2995.7313432251362,1
612499700,2023-03-16,167000,3,1,1104,1954,19120,1,4,4,273,2705298.44168347,268416.57004613,3250,983.5838719915007,4
392140600,2023-03-03,255000,3,1,1220,1905,19148,1,4,3,42,2696950.25267123,224498.44528413,4763,1700.9616307234737,3
642230800,2023-02-14,235000,3,1,1106,1950,19136,1,4,4,331,2728344.69283497,270300.31627864,2947,1212.3387261477292,3
331413000,2023-01-30,55000,3,1,1120,1920,19134,1,4,4,177,2707326.75225939,253050.34060805,9443,1803.5337907904013,5
252355700,2023-03-15,135000,3,1,956,1920,19134,1,4,4,179,2707689.31682298,249244.65497796,7926,1154.3396020970888,6
252372200,2023-03-07,255000,3,2,1346,1920,19134,1,4,2,179,2707825.46451657,249488.25291596,8265,1422.0810465559985,6
223085300,2023-03-16,760000,6,2,2820,1925,19119,1,4,3,237,2685795.49840598,271663.04747705,2317,2391.7678998954616,3
101175500,2023-03-13,245000,3,2,1188,1925,19138,1,4,2,266,2695600.61987181,277102.21212363,3095,667.4465231983962,2
111068300,2023-03-10,65000,3,1,948,1925,19132,1,4,4,173,2692467.50605932,253417.90680204,7463,2345.8981257639534,3
252134200,2023-03-16,116000,3,1,1072,1920,19134,1,4,4,178,2706353.2108994,249942.9600118,9635,2144.953704991958,4
402138500,2023-03-15,190000,3,1,1056,1925,19142,1,4,4,67,2677088.72776181,223610.29942264,3559,2439.316975201073,2
621263300,2023-03-10,161000,3,1,1268,1940,19149,1,4,4,317,2720806.16099606,264719.01477721,4583,610.7424355824147,4
331330700,2023-03-14,128000,4,1,1440,1920,19134,1,4,4,192,2706666.25226806,253304.77284196,9543,1724.991756319293,4
401264900,2023-03-01,50000,3,1,1186,1920,19142,1,4,4,66,2674237.73149531,227491.72243404,5009,2080.4470277922837,3
591060000,2023-03-15,85000,3,1,1068,1905,19144,1,4,4,248,2691293.5264519,269468.81892589,3933,534.8060425202771,6
323096600,2023-02-17,50000,3,1,1262,1915,19121,1,4,4,151,2687618.41306722,248672.02390538,5111,1556.1584142484785,3
111397100,2023-02-23,67500,3,1,926,1925,19132,1,4,4,172,2691328.49291739,252226.45642905,7079,1269.899528414344,3
312163400,2023-03-17,575000,3,2,1948,1875,19125,1,4,4,378,2706441.00928023,245534.95931338,2640,1509.1004523686152,4
234235000,2023-03-07,110000,3,1,1428,1945,19124,1,4,5,301,2713536.4248794,260528.50052047,4255,1711.5091439588587,3
091025600,2023-03-16,470000,4,1,2040,1925,19119,1,4,4,256,2686119.74513282,277823.27859488,1528,3576.7456143869003,2
211481500,2023-03-08,261000,3,1,1516,1930,19127,1,4,4,215,2674482.72838065,263994.01327446,1193,1317.2176807963822,2
383083900,2023-03-07,295000,2,1,1000,1939,19129,1,4,3,207,2684264.43322665,257714.90837863,973,2484.8534859732235,2
211325800,2023-03-03,180000,3,1,1110,1900,19128,1,4,4,210,2679162.97230098,260757.32420979,1117,2808.1458972526757,3
221097300,2023-03-15,294000,3,2,956,1925,19119,1,4,2,253,2688120.90582864,272686.72587588,2296,1725.9336670623243,3
662600300,2023-03-08,315000,3,1,1296,1973,19154,1,4,4,362,2746795.21892598,285105.0156718,1166,1833.0295632521575,1
331183100,2023-03-23,25000,3,1,1176,1920,19134,1,5,4,192,2707665.04653031,253923.88019955,8204,953.7036209169238,5
151329200,2023-03-21,678000,3,2,1680,1920,19130,1,2,2,136,2687919.06338456,243022.71040088,4074,1168.8014384891267,5
212501700,2023-03-09,60000,3,1,1760,1960,19128,1,4,3,220,2671034.37700965,275229.32479329,614,3642.9419836649627,1
302194200,2023-03-28,610000,3,2,1700,2007,19146,1,3,3,13,2689406.51513407,231929.42451663,5009,1671.7511396138427,4
888560970,2023-03-23,93000,1,1,529,1960,19152,1,4,4,334,2723572.2453589,272896.55288404,3269,3981.9719386992174,0
561225600,2023-03-28,260000,3,1,1148,1958,19152,1,4,4,334,2722993.61823531,274862.28681347,3750,2228.596025032116,2
393222300,2023-03-28,60000,3,1,1120,1960,19148,1,4,4,41,2694784.68580815,223155.47192022,4085,1819.8133301432467,3
393262700,2023-03-28,188000,3,1,1320,1929,19148,1,4,4,41,2694549.01731622,223326.48470154,4280,2086.142766704621,4
251109300,2023-03-20,232500,3,1,1178,1925,19134,1,4,3,180,2708767.35469314,248786.32354555,4325,1379.5099207633789,6
252083300,2023-03-27,50000,4,1,1622,1920,19134,1,4,4,178,2705502.93176006,250609.93341538,10721,1416.0612806597492,5
391057000,2023-03-13,265000,2,1,1072,1905,19148,1,4,3,42,2697902.04571514,225219.17546996,4492,2344.2092445750313,3
021377400,2023-03-17,565000,3,2,1818,1915,19147,1,2,2,25,2698242.01485148,228902.75077997,3855,607.2520184978974,5
431130600,2023-03-23,55000,3,1,930,1925,19140,1,4,4,199,2697635.07413623,254669.7458338,7284,2363.116296666362,3
542345700,2023-03-17,220000,3,1,1068,1950,19149,1,4,4,313,2718937.30548181,269342.29785347,4811,1023.485713625973,2
061286300,2023-03-17,85000,3,1,1290,1925,19104,1,4,4,106,2680420.47798806,240413.80977879,5931,1306.273517430523,5
401142700,2023-03-24,60000,3,1,1080,1920,19142,1,4,4,66,2675348.32409039,227619.09816355,5599,1526.5548367238405,3
351252700,2023-03-22,155000,3,1,1206,1940,19124,1,4,4,390,2712800.61860822,266729.42217371,3116,1941.4691922969382,2
161231900,2023-03-20,30000,3,1,1034,1925,19132,1,4,4,167,2693641.66119131,249551.27674004,8547,1118.8662015324887,6
593117700,2023-03-22,235000,3,1,1672,1900,19144,1,4,4,238,2686421.70483072,268354.55212554,2982,2836.7724106910728,2
212106100,2023-03-24,475000,4,2,3273,1900,19128,1,4,3,213,2678071.80223922,264880.37370646,1709,1810.4879705013714,3
051024720,2023-03-17,1164000,3,2,2166,1980,19147,1,3,3,10,2699090.50757706,232422.82182381,3138,2475.082052816351,4
421595700,2023-03-24,165000,2,1,800,1930,19120,1,4,3,289,2707249.63299106,260744.81767313,2967,2449.712229941762,2
572158220,2023-02-08,299900,3,1,1224,1960,19114,1,4,4,348,2736659.67653306,277851.27361763,1334,2497.0044507848656,1
662459200,2023-03-29,275000,3,1,1296,1960,19154,1,4,4,362,2745978.29569106,284731.13387363,1218,937.4389802715109,1
888001434,2023-03-27,499995,3,2,1492,2023,19125,1,1,1,378,2706286.52861807,243246.53311597,1518,2967.0244755033723,2
888520359,2023-02-27,155000,1,1,940,1970,19131,1,4,3,122,2682211.04166414,254532.91867962,1253,3515.3210318368742,1
241203400,2023-03-21,400000,6,3,2366,1925,19104,1,4,2,91,2684067.83355422,239412.07654604,4749,690.0429358597917,6
131262300,2023-03-17,20000,3,1,1350,1940,19140,1,4,4,202,2694535.66137181,258073.6957188,5477,2515.378014501091,1
611368200,2023-03-16,260000,3,1,1328,1957,19120,1,4,4,272,2705173.29724872,271935.6089398,1557,1581.8133272506418,2
502387400,2023-03-16,190000,3,2,1302,1950,19150,1,4,4,262,2690302.00809373,278264.14976038,2257,1320.8075970865887,1
394021400,2023-03-24,209900,3,1,806,1925,19148,1,4,4,40,2693559.56850773,225883.01502155,5359,790.542854807667,7
101061700,2023-03-07,97500,3,1,1216,1925,19126,1,4,4,266,2697373.28660207,276644.54571614,2581,2453.9135188633904,2
551126000,2023-03-08,251000,3,1,1440,1950,19149,1,4,4,316,2722570.44847798,266356.89864054,4968,1816.90213007582,5
888630408,2023-03-21,227000,1,1,972,2011,19111,1,3,3,342,2718381.64976898,284149.40275364,325,3552.413721268844,1
372279200,2023-03-27,70000,3,1,1406,1925,19132,1,4,2,174,2696251.66679806,252490.03628246,7663,657.2310499428768,2
888056700,2023-03-14,286000,1,1,610,1870,19106,1,4,3,1,2698596.19065231,237479.9455678,4948,2628.5043584917025,1
531249700,2023-03-14,120000,3,1,1086,1925,19149,1,4,4,311,2714069.03962781,267288.46829972,3611,2119.852200251194,2
888300902,2023-03-12,860000,3,3,2200,2006,19146,1,3,3,13,2688150.4756514,233148.23507114,3941,1226.565237304619,5
888052358,2023-03-09,240000,2,2,1158,1900,19106,1,3,4,1,2698386.21141347,237016.47175722,5758,3123.5702427686665,1
888150253,2023-03-03,295000,1,1,870,1900,19130,1,4,4,134,2691397.9022274,241229.27829221,6523,805.2707487428314,2
312000394,2023-03-08,667400,3,3,1881,2023,19125,1,1,1,378,2705952.42659597,243197.19167921,1615,2639.920723182931,2
482208300,2023-03-22,279999,3,1,1020,1920,19145,1,3,2,37,2688406.04141323,227174.90876321,5551,1651.3698577485266,5
888000852,2023-03-24,2675345,2,2,1909,2022,19103,1,1,1,7,2690876.59159023,235520.10565546,10426,3056.738129655492,2
482322700,2023-03-24,305000,3,3,1056,1920,19145,1,2,2,36,2687471.7014184,227764.95285872,4725,964.3605758766311,4
888110702,2023-03-24,885000,3,3,1614,1928,19103,1,3,3,8,2691846.58472897,234890.01373979,11758,2601.9423960931904,3
363267800,2023-03-06,345000,3,1,1496,1920,19145,1,4,3,31,2689181.70488815,228154.01474464,5488,1942.322239154294,6
422150200,2023-03-07,85000,3,1,1200,1940,19120,1,4,4,286,2703542.80247822,263508.75341822,5386,2162.671545802632,3
232036700,2023-03-20,179000,3,1,1705,1920,19124,1,4,2,293,2713467.64384899,258281.60048671,4177,1959.935213060922,2
888114692,2023-03-20,275000,1,1,845,1900,19102,1,4,4,7,2692879.3421779,235546.72535288,12747,3215.832632084327,2
034115500,2023-02-28,90000,3,1,1488,1925,19143,1,4,4,65,2674603.11626323,229485.64429921,4565,972.6453334188474,1
262166725,2023-03-22,400000,3,2,1520,2001,19145,1,3,3,373,2688531.95782806,220604.69979081,1821,2405.050376636454,1
542437900,2023-03-09,227000,3,1,1088,1950,19149,1,4,4,314,2720875.30357431,270727.78917697,4433,3196.289112032905,2
